user_id   song_id   count     
94        1162      1         
6         1171      17        
26        768       18        
8         322       5         
50        35        10        
72        218       10        
19        965       10        
10        271       12        
100       352       2         
34        61        6         
38        234       12        
8         431       15        
96        994       11        
32        342       15        
52        811       15        
19        445       15        
89        690       9         
53        983       9         
83        1053      18        
53        1246      18        
36        791       10        
57        513       13        
37        931       6         
76        307       5         
9         1206      13        
38        1163      12        
95        86        13        
40        7         7         
12        641       16        
54        622       10        
24        791       18        
95        434       8         
79        751       1         
58        824       7         
99        264       20        
96        57        7         
32        814       9         
28        1043      2         
38        632       6         
41        415       12        
13        13        3         
22        153       14        
93        191       20        
13        1072      8         
36        1033      1         
74        328       4         
7         713       5         
44        1072      20        
3         648       7         
59        390       17        
46        19        13        
6         977       3         
55        1235      2         
27        337       3         
57        617       1         
71        876       16        
51        235       19        
53        246       4         
41        1152      13        
73        1270      13        
36        1148      3         
34        1240      2         
25        128       3         
24        840       20        
23        896       11        
20        1214      10        
97        340       12        
85        205       18        
62        1168      4         
22        1238      14        
44        355       17        
71        84        19        
99        786       5         
61        695       20        
11        922       9         
10        200       8         
84        1044      3         
8         222       19        
32        595       8         
4         911       2         
90        570       15        
35        438       1         
85        890       10        
53        1019      20        
85        83        18        
34        835       5         
13        1222      3         
20        167       15        
3         429       5         
12        819       20        
71        600       17        
73        793       2         
55        777       7         
51        452       11        
61        1194      2         
44        1262      10        
41        55        5         
80        74        10        
54        703       8         
59        786       11        
95        146       2         
44        459       16        
80        623       12        
40        931       19        
67        522       1         
84        670       7         
72        103       4         
84        188       12        
72        911       5         
30        25        2         
40        606       16        
26        1179      15        
13        928       13        
15        1107      1         
83        1262      9         
6         367       10        
7         119       16        
95        321       2         
60        462       17        
87        100       6         
66        303       20        
62        118       17        
52        282       10        
22        1056      13        
74        754       2         
40        743       7         
19        818       1         
30        69        16        
54        634       7         
68        476       19        
1         372       18        
7         675       4         
76        1158      19        
22        626       4         
37        881       17        
84        758       20        
93        297       3         
70        475       13        
34        450       7         
82        843       6         
64        570       19        
52        238       16        
94        744       19        
18        714       8         
92        75        7         
35        112       20        
62        184       8         
34        704       20        
95        713       19        
64        182       2         
95        67        19        
43        1059      17        
78        1086      9         
33        1000      5         
39        589       8         
19        1072      2         
74        877       10        
13        116       10        
56        828       6         
56        903       6         
59        1061      14        
78        156       3         
91        684       10        
46        1262      8         
100       662       3         
83        633       6         
38        150       10        
15        1166      18        
1         433       17        
89        1074      11        
81        823       19        
75        473       19        
58        95        16        
48        730       13        
40        1117      15        
92        977       7         
63        1239      17        
100       629       17        
32        426       16        
23        941       20        
31        867       4         
99        1047      1         
50        609       18        
90        418       13        
61        1042      19        
36        384       2         
88        1076      5         
39        286       15        
97        993       19        
70        361       4         
91        164       17        
11        240       16        
30        487       14        
89        305       19        
26        726       7         
19        260       13        
96        399       14        
83        1100      18        
49        205       8         
3         463       4         
20        1014      13        
99        43        14        
52        327       9         
15        688       11        
57        978       12        
8         1038      18        
1         48        15        
56        907       2         
91        85        5         
37        601       9         
70        577       20        
6         1185      2         
91        940       13        
66        869       17        
39        1183      13        
64        1100      4         
83        1036      2         
52        142       11        
52        543       18        
100       847       4         
78        472       3         
79        867       10        
3         161       14        
40        1211      4         
82        1051      16        
77        431       18        
70        1170      15        
58        250       6         
64        931       9         
72        191       9         
22        1194      20        
51        974       9         
59        713       8         
83        308       8         
19        866       1         
26        916       19        
74        654       18        
35        1129      9         
54        418       4         
10        1199      13        
48        1102      16        
31        693       20        
21        1059      14        
85        655       19        
52        197       20        
18        628       18        
66        983       15        
72        1264      11        
21        550       4         
27        914       12        
12        201       7         
87        99        20        
77        957       8         
24        639       8         
54        702       16        
11        335       3         
66        1257      12        
18        952       19        
90        1219      9         
38        182       16        
42        1090      19        
95        1034      20        
8         1018      15        
53        299       8         
100       890       12        
67        1280      15        
24        32        2         
19        1246      10        
69        570       8         
77        1154      5         
54        1251      1         
71        261       8         
41        1108      3         
86        459       3         
7         143       12        
73        899       8         
55        730       16        
72        492       18        
53        1260      14        
15        773       10        
6         594       9         
8         361       17        
73        1207      3         
87        1224      5         
81        59        18        
67        357       16        
7         545       15        
75        1113      5         
3         45        11        
86        354       1         
77        993       5         
81        710       7         
37        759       8         
62        869       6         
18        536       18        
75        1191      7         
54        18        5         
66        1230      4         
1         538       9         
84        10        13        
84        804       20        
53        649       13        
98        570       1         
97        347       9         
35        1255      6         
81        1163      18        
62        252       13        
11        434       12        
7         158       18        
98        1172      15        
64        564       14        
31        910       16        
24        1105      10        
9         274       7         
30        133       1         
7         601       2         
91        141       7         
97        1058      7         
64        950       13        
1         1023      6         
10        23        5         
59        957       6         
49        1071      8         
14        812       19        
100       1102      10        
17        827       3         
6         861       16        
94        1076      18        
87        792       12        
65        1119      6         
95        174       16        
16        1135      11        
2         1102      20        
71        1042      17        
37        1278      16        
27        101       2         
33        109       5         
1         109       4         
26        371       3         
54        873       5         
48        692       14        
93        854       20        
23        1272      1         
50        350       1         
67        1224      5         
20        88        17        
22        479       12        
87        413       6         
24        1116      18        
36        897       14        
74        307       13        
10        71        14        
30        481       17        
95        785       16        
4         211       16        
3         1041      20        
43        1106      11        
16        360       5         
52        674       11        
34        225       14        
43        33        14        
69        838       19        
45        631       15        
25        624       2         
100       10        12        
3         173       1         
19        588       2         
46        393       18        
80        372       14        
28        206       10        
49        1053      1         
9         215       8         
3         145       13        
23        363       20        
49        945       7         
27        1119      20        
75        1228      2         
88        856       16        
71        635       5         
75        873       12        
77        1257      7         
72        1228      2         
8         909       3         
7         1183      14        
78        268       5         
64        1140      18        
18        730       12        
56        994       19        
1         1275      16        
75        267       5         
76        673       8         
67        244       5         
82        297       9         
43        895       13        
28        723       14        
49        435       18        
93        299       18        
54        837       7         
97        989       11        
71        998       4         
41        526       19        
94        672       8         
77        59        4         
64        340       3         
84        1266      13        
81        988       15        
11        460       19        
47        297       11        
17        677       5         
88        1088      16        
34        1122      19        
22        1181      7         
96        389       11        
63        615       10        
23        696       19        
10        114       2         
32        663       15        
50        759       17        
6         754       7         
11        260       2         
91        1157      15        
54        235       3         
67        348       13        
40        1070      1         
2         54        10        
30        454       20        
89        974       18        
36        996       14        
6         822       16        
69        227       3         
57        34        3         
41        610       14        
71        964       14        
74        681       2         
21        639       20        
51        364       8         
86        328       18        
99        999       15        
28        210       20        
73        1078      2         
8         67        4         
87        1014      18        
63        501       6         
89        544       1         
77        533       9         
36        1029      5         
66        1119      12        
38        335       13        
58        1070      12        
17        1000      20        
40        667       15        
54        355       6         
50        381       3         
74        793       7         
1         235       3         
72        1040      17        
58        352       14        
28        1030      9         
28        809       10        
15        977       4         
37        1238      4         
40        1100      3         
45        956       3         
6         837       6         
75        1088      9         
70        276       11        
90        81        15        
19        649       11        
61        307       7         
7         1058      17        
83        996       13        
63        52        19        
35        234       13        
90        839       14        
43        243       2         
9         411       11        
33        610       2         
51        818       2         
36        151       1         
56        615       13        
7         1108      12        
63        822       8         
50        778       16        
47        243       1         
20        1161      20        
42        398       13        
24        64        6         
81        1065      18        
35        105       11        
22        726       10        
52        48        15        
63        1255      20        
30        804       2         
75        620       18        
49        304       1         
89        952       7         
43        590       1         
9         370       4         
56        397       11        
20        1028      10        
13        334       3         
50        1187      8         
35        1096      8         
52        773       16        
71        773       14        
36        969       12        
58        771       2         
39        1030      4         
23        682       3         
39        347       12        
40        214       1         
52        1095      7         
60        213       1         
95        1206      19        
51        51        8         
26        928       4         
54        339       4         
95        1128      18        
70        698       14        
34        74        14        
77        284       5         
20        640       13        
12        346       19        
72        716       10        
19        814       6         
42        1270      3         
69        681       3         
23        553       16        
51        897       8         
44        891       13        
26        128       15        
22        775       10        
18        390       17        
23        226       15        
25        996       11        
40        874       20        
32        152       8         
81        620       1         
5         614       12        
71        107       20        
53        474       11        
48        744       9         
1         972       20        
21        510       10        
84        1190      18        
78        1230      4         
56        349       16        
64        457       6         
79        1095      1         
61        1168      19        
98        730       17        
66        919       10        
86        648       15        
43        978       2         
20        518       9         
19        828       15        
45        949       15        
6         368       16        
31        80        3         
53        1231      20        
100       829       11        
38        378       17        
66        497       1         
44        1114      17        
4         1122      5         
83        731       13        
60        556       2         
49        16        7         
88        683       16        
69        766       18        
32        244       7         
35        318       1         
20        71        12        
59        803       4         
3         466       1         
7         358       10        
16        768       20        
50        1092      7         
68        661       2         
26        343       16        
99        399       6         
69        838       9         
90        1045      3         
31        122       4         
66        1044      19        
97        562       2         
69        179       18        
82        855       7         
19        660       17        
43        1039      18        
93        1113      18        
59        410       15        
78        137       8         
25        1018      5         
15        1011      3         
73        574       12        
66        482       19        
65        1203      20        
8         699       6         
95        883       9         
15        628       16        
45        87        13        
65        1224      13        
38        491       7         
45        85        19        
51        1215      2         
52        418       16        
21        784       15        
47        1198      19        
15        1087      11        
73        813       7         
81        1100      6         
22        748       8         
72        860       16        
59        1018      12        
2         250       18        
99        259       18        
90        1107      14        
88        764       20        
42        593       8         
93        181       13        
43        586       12        
23        813       1         
73        554       1         
37        610       18        
50        81        8         
38        176       12        
66        368       14        
78        1025      5         
54        199       10        
1         609       10        
33        246       11        
41        119       9         
27        691       12        
77        29        3         
28        831       5         
90        1094      3         
90        965       15        
43        86        6         
89        722       2         
95        1280      17        
90        495       15        
34        945       19        
72        968       15        
94        10        11        
71        443       4         
42        716       20        
28        1136      9         
10        1083      4         
31        493       2         
33        1168      11        
29        1245      2         
98        117       17        
8         402       3         
63        996       8         
74        554       19        
70        85        20        
62        1260      1         
48        133       7         
8         463       1         
38        40        17        
16        127       4         
12        269       2         
49        68        8         
16        374       3         
94        1182      8         
41        1114      12        
4         718       10        
15        1195      2         
91        661       5         
44        662       11        
11        158       12        
52        386       12        
34        945       17        
82        718       2         
29        1247      17        
68        686       10        
15        504       7         
76        719       12        
59        1116      6         
88        780       9         
57        974       6         
50        196       15        
81        1160      8         
88        1026      14        
60        312       12        
50        862       11        
71        959       15        
76        229       17        
57        447       9         
95        988       20        
89        463       11        
69        571       10        
91        98        19        
46        1046      16        
36        1005      14        
36        922       5         
77        768       2         
2         1085      10        
92        436       19        
2         1241      12        
13        271       12        
14        972       4         
94        629       2         
54        1212      13        
5         480       20        
67        936       2         
94        99        4         
18        830       10        
60        1129      1         
98        420       5         
55        551       9         
85        460       17        
94        400       10        
84        970       16        
70        627       16        
98        573       1         
57        222       7         
11        693       17        
71        102       19        
78        996       13        
15        34        8         
1         1134      2         
64        161       10        
83        960       5         
41        649       19        
57        1017      16        
17        599       3         
78        994       1         
16        384       1         
31        647       15        
26        746       9         
93        344       15        
19        477       6         
10        725       14        
85        1231      8         
94        771       10        
95        1193      19        
82        711       16        
33        156       13        
24        1196      1         
42        633       10        
17        317       6         
6         198       18        
87        428       5         
46        1148      12        
99        196       1         
74        296       20        
81        914       8         
38        708       7         
91        10        3         
21        464       8         
77        1083      5         
64        1259      15        
18        329       17        
36        1235      15        
55        145       17        
21        1277      14        
64        247       12        
73        834       15        
37        1091      17        
43        4         11        
13        397       20        
45        778       6         
42        592       15        
69        1098      2         
72        1167      2         
3         640       10        
22        447       1         
41        1251      16        
30        1054      8         
79        835       10        
29        244       19        
53        253       5         
42        804       10        
77        609       2         
69        117       12        
5         134       3         
74        355       2         
64        434       13        
58        945       15        
24        238       7         
70        268       2         
63        854       5         
65        1015      19        
39        1197      7         
19        834       8         
42        990       15        
85        57        18        
12        893       12        
71        839       4         
87        629       15        
17        175       3         
12        829       7         
96        203       15        
35        28        2         
46        974       12        
3         422       10        
100       751       20        
58        766       14        
46        1271      12        
47        85        17        
96        225       1         
20        968       18        
84        151       19        
64        408       8         
95        51        1         
18        908       1         
27        733       13        
48        276       8         
56        817       10        
80        581       4         
96        763       15        
85        18        17        
65        673       11        
38        867       17        
43        368       1         
33        814       15        
16        265       20        
93        355       17        
72        766       1         
85        351       20        
43        576       5         
43        473       10        
71        653       20        
65        726       13        
92        100       4         
63        1057      16        
58        1022      10        
24        595       9         
74        824       18        
22        706       18        
99        168       2         
23        869       5         
59        524       8         
61        1217      6         
54        1272      14        
71        860       8         
85        793       7         
93        597       13        
62        91        12        
27        784       18        
67        423       5         
57        177       4         
47        971       15        
59        321       15        
29        800       10        
56        54        14        
94        297       10        
78        1105      4         
9         524       4         
44        616       8         
78        675       20        
18        532       7         
64        427       4         
55        618       6         
60        1161      15        
85        655       9         
100       1207      3         
57        439       13        
97        1171      19        
29        720       9         
82        202       17        
71        941       10        
2         782       4         
58        716       19        
2         1032      2         
61        646       14        
11        365       20        
38        47        20        
44        228       6         
48        877       6         
18        844       15        
7         537       15        
69        318       9         
79        259       12        
2         980       4         
70        37        6         
4         484       3         
32        1256      3         
93        798       14        
6         507       3         
48        395       9         
25        664       15        
98        839       3         
18        733       8         
31        1235      3         
40        209       19        
95        649       5         
98        1091      2         
69        226       17        
97        433       2         
91        1146      11        
16        829       13        
18        397       14        
21        397       17        
72        542       2         
89        340       12        
75        1210      19        
97        1268      1         
11        22        20        
43        853       10        
9         532       20        
98        20        7         
8         912       9         
66        505       2         
98        1049      17        
76        22        5         
91        1172      7         
96        938       3         
51        1279      4         
95        1204      9         
76        409       13        
27        716       11        
14        614       7         
70        288       16        
25        598       14        
60        545       18        
2         638       9         
73        305       14        
35        568       11        
95        860       1         
95        816       12        
49        667       13        
88        683       2         
19        381       15        
80        543       15        
5         273       19        
45        836       4         
29        396       15        
35        232       10        
98        395       5         
63        333       1         
29        773       4         
8         765       8         
12        783       12        
25        416       2         
35        245       4         
40        905       16        
64        1195      7         
16        380       17        
51        1252      10        
33        329       5         
42        715       5         
79        1174      17        
45        793       10        
22        1233      5         
79        1163      8         
10        966       19        
96        419       8         
100       1058      18        
99        658       20        
53        483       2         
33        684       17        
24        1168      6         
46        572       8         
7         1202      19        
95        820       3         
68        1132      17        
12        40        17        
54        940       13        
53        480       16        
74        1207      3         
5         136       4         
71        571       15        
25        860       5         
13        350       12        
71        457       6         
58        428       19        
99        966       2         
98        181       10        
72        274       11        
50        164       9         
30        867       13        
41        186       12        
51        817       14        
95        893       3         
92        483       16        
86        37        17        
41        809       14        
44        749       7         
96        1262      19        
43        377       17        
77        1246      12        
12        253       14        
82        187       16        
60        1001      19        
8         555       4         
11        835       13        
38        152       7         
42        897       4         
31        1274      1         
81        1018      15        
70        184       11        
11        835       20        
13        204       16        
2         652       10        
18        856       10        
99        229       13        
76        284       7         
100       1126      15        
51        133       1         
85        881       14        
86        111       13        
45        721       14        
37        461       5         
79        652       9         
88        1101      10        
73        556       12        
43        1162      12        
20        959       12        
27        827       7         
62        610       9         
37        875       5         
43        599       5         
99        566       10        
52        132       1         
68        714       2         
8         13        14        
68        990       19        
17        912       3         
39        837       2         
13        254       11        
100       221       19        
83        982       14        
14        1061      19        
15        410       9         
54        905       9         
27        689       10        
39        187       6         
12        179       12        
18        1219      2         
48        680       10        
58        38        14        
46        1020      12        
76        520       10        
99        893       10        
95        702       4         
98        714       10        
80        475       11        
53        1183      14        
81        160       13        
67        127       8         
50        1218      19        
4         376       13        
11        115       8         
18        135       2         
74        845       17        
99        458       3         
59        1080      14        
2         745       20        
77        726       19        
82        494       5         
62        1259      3         
22        645       3         
26        139       17        
74        242       4         
100       1097      9         
82        1149      18        
53        96        11        
2         905       4         
11        953       16        
94        967       9         
11        674       18        
90        806       11        
90        114       4         
23        328       10        
91        14        17        
46        265       10        
3         899       7         
69        887       12        
66        1044      12        
30        385       6         
38        1089      16        
58        818       15        
76        257       2         
87        233       7         
97        944       15        
48        160       4         
1         600       14        
79        758       10        
30        484       4         
14        460       19        
95        546       17        
3         16        10        
72        994       13        
40        218       16        
15        609       10        
76        844       16        
6         107       2         
71        286       13        
93        527       12        
75        1072      11        
67        1236      3         
37        263       14        
18        1218      10        
51        30        16        
9         756       9         
71        756       16        
71        1198      19        
54        788       16        
20        100       7         
69        494       12        
11        233       6         
45        460       8         
17        955       19        
24        880       12        
39        655       12        
14        237       6         
99        514       6         
75        452       17        
93        1084      18        
72        1245      12        
70        1179      15        
42        604       15        
55        209       8         
40        349       17        
31        639       16        
97        841       2         
80        744       2         
43        559       6         
21        895       4         
1         924       15        
69        763       17        
50        669       4         
98        787       6         
56        512       3         
62        456       4         
65        248       2         
56        1113      7         
100       968       18        
40        343       1         
75        852       8         
9         823       11        
73        649       1         
36        864       4         
23        362       19        
28        813       17        
100       982       6         
43        1188      18        
87        877       10        
40        630       17        
84        793       20        
91        1033      12        
25        498       20        
20        99        19        
83        198       1         
96        956       15        
18        504       4         
46        671       10        
25        837       7         
64        1192      11        
60        274       3         
2         872       12        
48        292       12        
94        695       11        
51        366       11        
33        789       6         
10        456       15        
39        773       9         
17        1250      15        
47        1179      7         
78        650       9         
37        1028      11        
35        540       1         
39        42        2         
38        549       9         
99        443       1         
51        640       9         
6         208       1         
77        919       10        
57        280       9         
98        822       19        
100       57        13        
14        663       13        
6         1068      10        
84        129       4         
12        1203      11        
31        257       7         
90        399       16        
22        1032      3         
12        261       18        
9         449       14        
11        193       2         
89        244       8         
23        456       12        
40        611       2         
15        361       18        
43        367       13        
41        459       17        
92        588       12        
64        379       7         
43        715       13        
3         92        1         
24        1218      19        
34        286       12        
54        461       10        
77        363       12        
69        651       16        
18        772       15        
94        1102      17        
71        922       10        
7         4         11        
39        693       19        
1         1086      20        
64        612       17        
60        16        20        
42        1278      10        
69        758       6         
83        789       7         
39        1259      20        
27        973       10        
65        177       9         
11        1185      20        
78        549       6         
48        1126      12        
50        281       3         
85        206       20        
43        847       8         
41        506       14        
39        182       3         
34        306       4         
51        688       16        
4         354       17        
74        1110      10        
65        368       2         
26        604       13        
72        42        6         
88        17        2         
14        49        18        
92        115       5         
80        698       7         
26        266       20        
62        1271      12        
57        735       9         
69        176       7         
34        1226      7         
39        112       18        
76        67        17        
93        1168      10        
10        789       3         
88        817       7         
82        959       3         
31        838       2         
6         902       10        
58        86        8         
67        500       7         
45        512       18        
57        499       18        
15        101       4         
89        1111      17        
17        1150      12        
73        460       3         
69        143       13        
8         530       2         
14        241       4         
28        1203      10        
95        490       1         
45        838       6         
81        1233      4         
17        852       10        
71        247       9         
3         755       14        
56        182       17        
16        506       20        
4         613       9         
68        82        11        
83        1257      6         
13        406       5         
69        467       4         
44        764       1         
63        272       10        
6         536       4         
1         935       5         
70        361       17        
23        1216      11        
11        927       11        
11        449       20        
12        27        18        
30        23        15        
12        891       1         
29        366       2         
2         748       13        
45        183       19        
4         1060      1         
69        1127      16        
8         111       7         
76        503       2         
2         1042      8         
4         758       13        
6         472       9         
73        517       15        
58        194       15        
2         1128      18        
80        1111      1         
33        1012      12        
32        963       13        
74        997       20        
58        714       11        
100       250       1         
62        1263      3         
50        271       6         
93        313       14        
25        819       11        
4         1133      3         
89        1232      17        
95        97        5         
77        226       8         
86        1249      18        
29        360       19        
84        677       14        
24        564       4         
21        1207      11        
59        93        1         
98        52        10        
50        665       6         
65        967       20        
29        188       9         
33        616       14        
6         813       1         
44        1262      18        
10        708       14        
56        688       15        
100       68        1         
65        718       11        
22        591       12        
100       448       12        
35        1076      15        
65        754       6         
64        1197      5         
28        148       13        
30        654       3         
66        637       19        
94        166       11        
95        797       13        
61        222       8         
29        904       15        
90        457       7         
12        243       18        
18        1104      6         
49        403       17        
78        728       13        
25        1020      9         
18        346       20        
91        1220      18        
39        985       12        
11        990       11        
6         902       18        
30        463       14        
24        373       12        
5         564       6         
19        317       10        
47        1143      16        
62        171       4         
20        141       9         
36        249       12        
55        557       19        
34        849       8         
75        243       14        
42        413       4         
28        693       19        
29        1197      13        
38        458       3         
70        201       3         
62        291       1         
31        544       6         
69        1132      14        
87        316       6         
3         1172      11        
7         207       18        
9         145       20        
80        740       10        
81        511       13        
57        467       1         
95        1061      9         
38        424       2         
85        996       12        
85        694       4         
88        1146      15        
65        520       11        
4         932       6         
70        753       5         
70        290       15        
56        192       8         
56        346       11        
80        116       8         
67        1162      2         
53        832       13        
44        1217      7         
66        1241      14        
59        311       18        
65        1192      9         
64        1112      10        
100       396       5         
88        624       3         
99        174       20        
45        415       6         
36        983       10        
22        103       11        
6         347       12        
40        118       19        
52        522       2         
45        361       9         
38        824       13        
80        1079      16        
25        438       6         
25        613       10        
